numStars,NumAuthors,NumBlobs,LatestCommitDate,projectID,EarlistCommitDate,rootFork,communitySize,NumCommits,NumFiles
,210,97043,1475028306,project-draco-hr_presto,1344455914,,1,8597,182740
,59,33092,1568381726,pyrog_e-venement,1203444022,,16,20886,356088
,57,80366,1292765791,qarkly_drools,1133822539,,8,10999,38091
,230,10774,1597417375,raumzeitlabor_wiki,1206471667,,2,11695,869
,80,10128,1598911425,razr_speechd,983436041,,27,5137,1538
7,56,30836,1598880448,rugk_CAT,1282035787,GEANT_CAT,28,8094,7704
,105,40108,1598707591,salsa.debian.org_93sam_d-i-test2-manual,1128714698,,16,6862,3236
,403,88572,1420127064,schrobak_Stdlib,1240914229,,1,15063,16810
3,141,139794,1599772645,sffc_cldr,1026776742,unicode-org_cldr,22,85975,889125
,63,39656,1381303116,sitle_Squirrelmail,943230775,,6,14339,94398
,97,23585,1598884258,sklintyg_minaintyg,1366286065,,2,12459,5364
17,56,11901,1588302443,tdb_kroc,1123951676,concurrency_kroc,16,9412,8766
,108,20937,1599840628,tix_eeglab,1018028385,,66,23245,6771
2,87,48602,1599086571,twpol_openrails,1260891587,openrails_openrails,26,12618,3850
7,118,11138,1596446573,xojc_jlan,1110813748,OpenDataSpace_jlan,11,184180,12582
148,104,10755,1597413902,yjd_manual,1454943159,v2ray_manual,225,5172,7249
,112,24947,1596901776,0-F_VsVim,1259460569,,418,6811,2574
1765,1414,181501,1599258654,0-elip_habitica,1328068642,HabitRPG_habitica,3384,42663,66655
,299,149708,1597762973,0000000009_SharpDevelop,1104834348,,879,21918,37614
30,882,18118,1600105510,0000marcosg_puppeteer,1361029905,puppeteer_puppeteer,4286,8166,7111
128,144,24360,1597251133,001mertiya_oneops,1447089774,oneops_oneops,546,8199,6194
,70,46505,1590092518,004a_scot,1409171050,,38,12508,222950
5057,235,90126,1599867264,007Nick_openmct,1414457154,nasa_openmct,711,15390,16595
406,111,34330,1597118458,007bishesh_burrow,1433798065,hyperledger_burrow,249,5201,17552
11878,1483,86025,1599835613,007shaoye_traefik,1362543346,containous_traefik,2812,17278,47064
9175,23021,377580,1599364943,00Davo_homebrew-cask,1242860651,caskroom_homebrew-cask,8811,433344,21259
264,542,18259,1573645689,00ERNEST00_fine-uploader,1276933446,FineUploader_fine-uploader,2577,6619,12221
,1390,236481,1599138956,00jfb00_moodlemobile2,1351604185,moodlehq_moodleapp,3181,42696,235711
433,188,12530,1599959562,00krishna-opensource_JuMP.jl,1349829286,JuliaOpt_JuMP.jl,236,7249,1300
,793,22987,1597843855,00zhengfu00_retrofit,1283812214,,6703,5524,11515
30115,1168,39726,1599932472,011010110_java-design-patterns,1331147717,iluwatar_java-design-patterns,17389,9263,12783
,4081,117546,1599417569,0111sandesh_nodejs-ex,1400194927,yaph_nodejs-example,9094,25568,154921
,12803,36326,1599866960,0118ayush_badges-and-schedules-london-web-career-040119,1380205707,learn-co-students_badges-and-schedules-london-web-career-040119,5235,65039,96
15308,2496,152486,1599758133,01binary_jest,1386637287,facebook_jest,3395,25418,26382
3583,1834,473441,1828176420,01shobitha_vlc,934116174,videolan_vlc,2893,154505,250491
6,72,15352,1598899849,01y_prboom-plus,952633261,coelckers_prboom-plus,20,12841,3604
9636,5950,1532980,1600010466,023yangbo_WordPress,1049177863,WordPress_WordPress,13312,555141,2031975
1610,673,457353,1599760399,03050903_sdk,1317790353,dart-lang_sdk,448,82532,94550
,771,185302,1599647130,03181962_EntityFrameworkCore,1332280639,dotnet_efcore,2772,27251,40974
1334,255,36264,1598870994,0359xiaodong_aFileChooser,1267977875,iPaulPro_aFileChooser,1283,14046,24382
,263,17695,1598414430,0359xiaodong_uTox,1394887951,,387,8826,1075
,847,29019,1599893424,0359xiaodong_wechat,1358016812,,6696,8892,14172
19304,6309,231780,1599773569,0505gonzalez_gatsby,1087158040,gatsbyjs_gatsby,4835,108351,84843
,451,13030,1595635143,05alejandro_Ogar,1432078115,,1326,11915,2432
617,104,25866,1599722497,06094051_sparkling-water,1413241595,h2oai_sparkling-water,328,17187,3520
16809,1532,83724,1599367098,07101994_material,1404242812,angular_material,4956,19904,93302
20206,1048,18455,1599190134,08_gitflow,1213720715,nvie_gitflow,3743,11192,5422
165,88,64963,1599900547,0ArturkA_OneLife,1432835663,jasonrohrer_OneLife,228,10063,143333
94,358,11390,1598633614,0bserver_news,1286030308,georgringer_news,223,5802,2431
309,162,20253,1598968863,0charleschen0_pocl,1297204208,pocl_pocl,153,6892,3626
7515,1157,41889,1599832868,0daker0_redash,1382685967,getredash_redash,2090,30537,7776
8067,754,17318,1594941005,0dc2_backbone.marionette,1323707712,marionettejs_backbone.marionette,1851,9840,2080
532,311,19202,1598901635,0mp_bash-completion,965773049,scop_bash-completion,218,6210,4400
3476,5168,3286977,1764228181,0mp_freebsd,115605023,freebsd_freebsd,2967,14759427,4313036
6290,2050,89933,1599650674,0nevermore0_jedis,1194064875,xetorthio_jedis,7658,26924,85321
71,1238,23135,1599119234,0omega_platform_packages_apps_packageinstaller,1224597600,android_platform_packages_apps_packageinstaller,1249,41348,3395
,148,39977,1599965879,0r0i_gocryptotrader,1414499535,thrasher-corp_gocryptotrader,374,6625,2302
2022,3289,31077,1599831461,0shanAbry1_python_koans,1235194733,gregmalcolm_python_koans,5715,23360,5170
86,147,32098,1599256152,0x0ade_DSharpPlus,1439576286,DSharpPlus_DSharpPlus,122,7619,16919
323,366,97394,1598985193,0x416c69_mtasa-blue,1227271654,multitheftauto_mtasa-blue,455,90379,398817
,895,6818,1597150523,0x43_fig-standards,1288933080,,3644,7098,1272
740,143,39697,1598961837,0x4A6F_cryptpad,1385550024,xwiki-labs_cryptpad,172,10251,52461
724,490,9685,1599202191,0x7fffffff_articles,1341683873,NSHipster_articles,673,5737,2508
,571,33306,1598723177,0xBAAAAAAD_toxcore,1372032733,,1505,18295,4789
1181,347,29838,1599993519,0xDEC0DE8_blog_os,1345800579,phil-opp_blog_os,432,9182,14433
1263,201,43775,1600275083,0xFFFE_raiden,1442246433,raiden-network_raiden,410,35755,4512
66,61,21016,1599707692,0xViewer_couchbase-lite-core,1395895722,couchbase_couchbase-lite-core,54,5111,2989
343,495,93498,1599586719,0xbrylee_loafwallet-ios-deprecated,1367888194,voisine_breadwallet-ios,1183,21876,33890
1179,4310,560090,1599951904,0xced_azure-sdk-for-net,1319245364,Azure_azure-sdk-for-net,2801,100980,279433
1209,1852,270798,1600368919,0xdecaf_beam,1405043988,apache_beam,2460,111465,286115
3399,1082,27993,1599614070,0xflotus_apollo-server,1461230761,apollographql_apollo-server,1013,19769,2231
200,467,20977,1598992508,0xflotus_docs,1408619018,zeit_docs,323,10328,4266
508,87,28115,1598958236,0xflotus_kuzzle,1428046867,kuzzleio_kuzzle,60,10249,3373
3208,307,689550,1598412857,0xqq_heron,1450556381,twitter_heron,604,16857,35898
2294,295,9616,1597703381,1000ch_www.html5rocks.com,1343684117,html5rocks_www.html5rocks.com,945,5034,5432
375,539,20800,1599325492,100acrebb_garrysmod,1357833548,garrynewman_garrysmod,750,6620,10901
,6079,11765,1596865632,1030tue_todo-ruby-basics-nyc-web-career-012819,1380111589,learn-co-students_todo-ruby-basics-nyc-web-career-012819,3210,25772,50
3369,3018,92165,1599235446,10thmagnitude_azure-quickstart-templates,1429726743,Azure_azure-quickstart-templates,7500,52700,38227
,237,18391,1600195779,11010tianyi_shiny,1340218088,,1670,8750,2634
,8017,45021,1599013368,1111487NelsonFanzeres_hellogitworld,1227586921,,8194,34110,62784
458,212,16235,1599680249,1123_examples,1427252499,confluentinc_examples,575,7767,2168
2642,2299,111957,1600107630,1206lyp_elasticsearch-dump,1247629000,taskrabbit_elasticsearch-dump,13098,53330,76478
2303,422,142616,1599366710,1212050_WordPress-iOS,1216831152,wordpress-mobile_WordPress-iOS,1002,129045,35066
319,689,40125,1599316382,122131_zeroclickinfo-fathead,1199258978,duckduckgo_zeroclickinfo-fathead,573,21809,5077
2188,503,29017,1596838884,1234-_posh-git,1268213310,dahlbyk_posh-git,743,8769,9369
356,149,10766,1599814202,12gjang_libsndfile,1074671194,erikd_libsndfile,188,5584,1797
1456,401,14982,1595830376,136772_eve,1349769569,pyeve_eve,770,5550,7793
1435,190,19644,1598816198,13768324554_mRemoteNG,1262793723,mRemoteNG_mremoteng,649,5778,6112
3739,434,24935,1599118469,13812453806_ReactiveUI,1276579680,reactiveui_ReactiveUI,976,20042,7712
955,372,102083,1598660273,13MasyA13_BroadleafCommerce,1229715109,BroadleafCommerce_BroadleafCommerce,1289,24869,50456
293,187,72817,1598720018,149281325_ant,947758543,apache_ant,318,46646,12516
59,258,82211,1588172426,15124585561_jss7,1262955346,RestComm_jss7,175,5094,13856
4057,392,36873,1597070421,15863004186sunchi_flasky,1380498515,miguelgrinberg_flasky,3709,6092,35351
2336,7371,2145259,1553954311,16patsle_gaia,891053081,mozilla-b2g_gaia,3300,647273,428680
,150,8521,1599771665,17usc107_dmca,1296261252,,568,17744,9963
784,247,41787,1599854720,18500864609_Open3D,1438043514,IntelVCL_Open3D,350,9564,13552
9,268,21598,1577025862,18981119465_hp-application-automation-tools-plugin,1353844926,hpsa_hpe-application-automation-tools-plugin,159,5578,8894
236,267,31854,1598455594,18augst_alchemy_cms,1275470459,magiclabs_alchemy_cms,288,12241,9650
27,96,14259,1600041811,18epedersen_normandy,1425311397,mozilla_normandy,106,7259,2919
4,151,451935,1599338938,1DanielaBlanco_azure-docs.es-es,1395151822,MicrosoftDocs_azure-docs.es-es,99,11998,87482
591,411,7690,1598261695,1ambda_mixpanel-iphone,1279133409,mixpanel_mixpanel-iphone,583,5092,1566
35,680,59660,1504045813,1and1get2_KT-SGS4,1249687069,ktoonsez_KT-SGS4,66,7797,48295
457,176,121955,1599703672,1bpm_csound,1055678224,csound_csound,168,50400,42645
,194,26843,1599796083,1c7_tui.editor,1319858121,nhn_tui.editor,581,6786,47918
,4564,3632,1599964618,1cutegeekgirl_document-structure-lab-dc-fe-082718,1446478167,learn-co-students_document-structure-lab-dc-fe-082718,720,8358,64
,9174,15705,1599960887,1krisortiz1_sinatra-integrating-models-walkthrough-v-000,1441732078,learn-co-students_sinatra-integrating-models-walkthrough-v-000,3240,19465,19727
351,2741,357699,1599351078,1nickt_perl5,566784000,Perl_perl5,392,267949,37919
,402,111049,1595481316,1rkSell_Tukui,1266218124,Fugg_Tukui,539,42183,30616
,800,304127,1599755003,1tianrui_hazelcast,1229341261,,1790,58069,58504
457,305,45348,1600149401,201-created_travis-web,1339861319,travis-ci_travis-web,296,21392,7641
1175,263,17477,1596443497,20150723_keepalived,977530188,acassen_keepalived,504,6869,789
11025,2020,41092,1599823269,216Giorgiy_eslint,1372549714,eslint_eslint,2567,27366,3495
1310,117,53602,1590242842,2173_Bridge,1389595846,bridgedotnet_Bridge,247,9849,10935
1,104,10319,1482271577,2215_anvil,1326314853,stackforge_anvil,72,5605,1926
1570,129,30173,1596805468,249602717_mongo-php-driver,1233783055,mongodb_mongo-php-driver,604,16482,5587
175,750,120126,1600162942,2600hz_FreeSWITCH,1131830839,FreeSWITCH_FreeSWITCH,456,88863,32883
,1065,125995,1599891205,27cm_dv-about-refactoring,1288397701,,2305,22343,129887
97,358,11252,1599068834,2954722256_devtools,1272854885,r-lib_devtools,730,5249,1198
29,178,15987,1599259331,2E0PGS_Hamlib,963953708,Hamlib_Hamlib,113,6731,1787
,8232,11350,1599965773,2dmendis_strong-params-basics-v-000,1450449070,learn-co-students_strong-params-basics-v-000,2862,12372,18013
249,578,23220,1597939988,2dotstwice_drupal-console,1377753726,hechoendrupal_drupal-console,649,19129,9812
,73,38402,1599513929,2lost4u_Carla,1357719400,,66,6373,10697
88,86,36626,1599037911,2minkr_gnuboard5,1349416716,gnuboard_gnuboard5,191,12056,24161
746,289,98119,1599983031,30percent_pioneer,1214302651,pioneerspacesim_pioneer,348,40341,15736
1117,13295,10228112,2125132917,3370sohail_gecko-dev,891053081,mozilla_gecko-dev,2943,6412009,7354906
21,770,5494,1545910055,35aportal_channel-viz,1370004258,xively_channel-viz,916,7554,261
103,74,31922,1598723991,360CodeSafe_ircd-hybrid,1031792832,ircd-hybrid_ircd-hybrid,57,18788,1918
254,51,8555,1597863912,36z_prey-node-client,1295475899,prey_prey-node-client,76,5163,2093
152,939,15595,1598647450,375gnu_ohai,1227739018,chef_ohai,1391,9419,1562
62,109,13306,1598638795,3dem_relion,1406635878,,77,5221,2881
37,243,19115,1597644224,3etechinns_zm-build,1124239064,Zimbra_zm-build,37,38074,724
76,153,176023,1599338199,3j9fkyahunqoxwqu_UXP,1438334372,MoonchildProductions_UXP,45,7145,163806
32,674,162006,1598497129,3ofcoins_chef-omnibus-software,1282063333,chef_omnibus-software,646,14331,188334
50,161,6421,1600108804,3t-dev_gradle-baseline,1438390559,palantir_gradle-baseline,85,5049,2011
381,385,15274,1599895257,404-_fs2,1362591599,functional-streams-for-scala_fs2,432,8597,1667
,1718,394143,1599462636,414n_slackbuilds.org,1202403653,,210,123845,116471
3350,813,80361,1599766909,42wim_nomad,1433154060,hashicorp_nomad,870,38431,21985
946,435,42756,1599043752,451F_phing,1139100560,phingofficial_phing,380,9876,10994
244,97,30304,1598884340,4bic-attic_aleph,1409170830,alephdata_aleph,131,9727,3460
12,410,21457,1598001842,4javier_ofono,1240770675,rilmodem_ofono,166,26382,3628
816,431,30325,1599479539,520promise_OpenSC,1003512364,OpenSC_OpenSC,533,22536,3107
,266,21671,1599221605,591wifi_vyatta-cfg-system,1191269671,,211,9114,23529
1657,518,28139,1599770965,5H3LL3H5_ctags,1004676823,universal-ctags_ctags,702,14297,8815
1031,118,52299,1598903184,5alt_honggfuzz,1287017055,google_honggfuzz,336,5818,55543
66,92,21873,1598863615,6C1_mediathread,1178600043,ccnmtl_mediathread,39,11310,5521
373,129,23482,1598747878,6eye_helix-toolkit,1330972518,helix-toolkit_helix-toolkit,337,5318,5615
44,261,16415,1599228309,6si_dd-trace-py,1466448743,DataDog_dd-trace-py,116,9248,1998
537,104,36450,1598980908,714589373_flashdevelop,1376116233,fdorg_flashdevelop,228,9043,8171
3979,743,16350,1598932664,72MiguelGomes_Awesome-CV,1421570543,posquit0_Awesome-CV,1997,5595,6671
,246,205852,1598558010,765741668_l2j_datapack,1121563584,,267,45580,693549
1724,561,108432,1599479262,7mary4_a11yproject.com,1208002107,a11yproject_a11yproject.com,837,18457,26500
1,96,29755,1596065579,861934367_cgat,1271342716,AndreasHeger_cgat,97,8057,13412
,69,12038,1599012912,8l_mc,1320471166,,36,15783,1820
,1225,81030,1599119212,94rain_mediawiki-config,1307376810,,35,312813,34786
,65,17605,1598887926,981746_hack.g0v.tw,1364117942,,164,9701,283
,388,16488,1598365609,98pm_barbican,1360589550,,108,11530,3588
168,169,22649,1598740266,9iky6_amxmodx,1075582582,alliedmodders_amxmodx,130,7896,5373
,72,55890,1558422903,9skunks_imprudence,1009956436,,111,5076,15651
,383,17280,1598623216,A0C_bank-statement-import,1269610818,,302,9975,4521
,6555,43314,1599878059,AAM77_displaying-associations-rails-lab-v-000,1448335432,learn-co-students_displaying-associations-rails-lab-v-000,2436,16540,30309
63,89,42050,1598015615,ACDN_ohNet,1286199191,openhome_ohNet,41,15007,14532
21,126,24623,1512015397,AExpDev_Websitepanel,1310598452,Virtuworks_Websitepanel,52,14751,7737
,63,20813,1598886402,AHGSI_WRDelay,1295285381,,26,7635,7979
,235,16185,1599122123,AJarasse_FreshRSS,1350838077,,237,7577,2834
,115,74906,1598539615,ALRubinger_narayana,1324282702,,129,9433,13239
61,184,45333,1581382261,AMonge13_climate,1272849331,apache_climate,139,7575,41569
25,184,8502,1599208305,ANKerD_docs,1386604482,OpenNebula_docs,130,6264,1514
98,121,23805,1599066765,APTy_yarpc-go,1453766654,yarpc_yarpc-go,47,8543,3728
243,61,36626,1586375684,ARMCoderCHS_ClanLib,1351257144,sphair_ClanLib,73,5501,10853
,74,19569,1599592424,ASC1_nitro,1203961434,,30,6267,13030
13,72,6018,1568785394,AaronRobson_planex,1366215340,xenserver_planex,90,5048,888
2020,263,57015,1596311201,AbdelNaouri_Attendize,1456761576,Attendize_attendize,696,5351,49364
488,121,31537,1599064082,Abhiroop_liquidhaskell,1326932716,ucsd-progsys_liquidhaskell,100,17727,8494
,174,32830,1597322925,Accacio_graphviz,1103775055,,397,11814,6887
561,567,294201,1599785138,AcceptableIce_aura,1349954902,forcedotcom_aura,350,46573,35765
79,197,16959,1599240921,Acidburn0zzz_bodhi,1168902131,fedora-infra_bodhi,148,12201,1774
,65,28550,1598350003,Acidburn0zzz_eiskaltdcpp,1265479498,,66,6033,6504
476,93,17807,1597943668,Acidburn0zzz_lftp,756331601,lavv17_lftp,106,5188,810
41,138,17624,1599332035,Acidburn0zzz_rocBLAS,1444330082,ROCmSoftwarePlatform_rocBLAS,52,5151,2513
382,69,8575,1599509278,Acidburn0zzz_tz,446225769,eggert_tz,94,8511,229
758,96,19632,1599552812,Adalbert393_CodenameOne,1327330146,codenameone_CodenameOne,357,12162,8717
439,889,6856,1599038316,Adaptavist_puppet-docker,1367875317,garethr_garethr-docker,941,5646,574
108,545,57415,1600055243,AdityaSrivast_addons-frontend,1455902758,mozilla_addons-frontend,216,25726,4670
251,86,166788,1599685684,AdminOfLife_freepascal,1116268661,graemeg_freepascal,142,72253,27418
125,57,14400,1599762659,Aeroglyphic_fontbakery,1361000847,googlefonts_fontbakery,54,7938,5513
,284,105604,1595909119,AgarwalNeha1_AM,1266406503,,258,21867,143929
52,179,30127,1598719962,AgentKitKat_fa,1314695803,FAForever_fa,122,15917,8853
1201,411,123319,1599620309,AgostonCsabaDaniel_audacity,959587130,audacity_audacity,608,121051,509276
6,113,19226,1595798513,AinaM_hummingbird,1359399789,vikhyat_hummingbird,324,18672,6535
315,635,39054,1598880115,Ajedi32_beaker,1155351785,puppetlabs_beaker,548,22054,9960
105,69,9718,1598586967,Akasch_vector-datasource,1381334189,tilezen_vector-datasource,112,5119,4253
,165,17314,1598565911,Aker2557_cloud-bigtable-client,1396623275,googleapis_cloud-bigtable-client,121,6948,3437
372,120,94468,1599723173,AkioKanno_groonga,1231926903,groonga_groonga,120,21315,130381
886,358,17015,1599149066,AlaskanEmily_bdwgc,696643200,ivmai_bdwgc,245,7866,1039
11,158,15134,1599124531,AlexReimann_diagnostics,1218573334,ros_diagnostics,86,20066,1643
,125,60896,1598899852,AlexanderLieret_MITgcm,893272531,MITgcm_MITgcm,94,22236,13344
72,197,34055,1594213337,AlexxNica_origin-web-console,1411160203,openshift_origin-web-console,227,10252,8995
105,62,11120,1598349404,AlexxNica_relic,1248227481,relic-toolkit_relic,81,6786,5245
99,121,22964,1599315108,AliceOrru_wp-rocket,1368225681,wp-media_wp-rocket,88,11765,10789
459,155,290498,1598903257,Alizter_HoTT,1301156830,HoTT_HoTT,218,9299,7410
231,3009,1196339,1599714662,AllieRays_blt,1240850966,acquia_blt,1379,239454,1696246
126,425,36460,1598905304,AmiGanguli_dia,852302761,GNOME_dia,143,7648,5226
3,168,14052,1598709080,AndreasFuchsSIT_cryptsetup-tpm-incubator,1137913234,,192,7119,1273
203,149,16709,1598380901,Anenth_frontend,1346193812,bountysource_core,246,5051,5027
170,113,75974,1599530359,AnnaKDS_gap,851102608,gap-system_gap,96,17589,31855
98,263,94947,1599600163,AnthonyRoss_terra-core,1470427486,cerner_terra-core,91,22503,34759
71,94,5303,1598382360,Anton-Latukha_hnix,1403998247,haskell-nix_hnix,103,5081,660
223,146,9713,1586936102,AppSecAI-TEST_totallylazy,1284964310,bodar_totallylazy,42,5923,1289
,59,536,1505196804,Armstring_DICA,1265049112,,1,19241,485
63,297,99857,1598920565,AsburyTheologicalSeminary_Evergreen,1107554895,evergreen-library-system_Evergreen,100,62086,29946
127,70,75272,1596423075,AshishPB_derby,1092258457,apache_derby,117,12226,25769
,100,15413,1599426709,Astu04_DietPi,1426348609,MichaIng_DietPi,201,9736,486
8,196,4022,1525368206,B-Rich_android_device_asus_tf300t,1337723203,xplodwild_android_device_asus_tf300t,126,8279,1865
7,163,14798,1598981310,BakerWang_wiki,1335281193,exoplatform_wiki,34,6507,2656
74,69,76902,1575452079,BantenITSolutions_kloxo,1250182099,lxcenter_kloxo,228,5226,82975
64,157,19853,1597826438,Batwang_qibuild,1290435194,aldebaran_qibuild,49,6101,3047
,733,39562,1599816725,BrandWang_API,1362934027,,270,10191,14962
113,290,35093,1599549023,C-Elegans_yosys,1357380806,YosysHQ_yosys,252,13123,16673
105,217,64605,1598296925,CAS-FAMU_providence,1337095690,collectiveaccess_providence,121,16314,52811
,109,13536,1598029138,CBernsCode_rSENSE,1349380217,engaging-computing_rSENSE,44,13204,1487
39,172,170331,1599159781,CHChang810716_hdf5,870297476,live-clones_hdf5,70,71888,16512
,82,13879,1558824956,CMB_sabotage,1302043414,leahneukirchen_sabotage,91,8974,4167
60,144,22946,1596713424,CMGeorge_trojita,1141081043,jktjkt_trojita,101,10524,3855
111,422,42431,1588022062,CSRedRat_compiz,1139464989,compiz-reloaded_compiz,115,57960,4906
4,215,35397,1599036658,Cakem1x_cob_people_perception,1211416252,ipa320_cob_people_perception,159,9458,20588
,110,36517,1583172473,ColdrickSotK_definitions,1317289864,,95,20421,12299
36,59,21960,1596199203,ColemanTom_rose,1350289870,metomi_rose,40,8332,7646
48,580,394116,1599483834,CoreSoft2_tcommon-studio-se,1159549600,Talend_tcommon-studio-se,258,83652,223786
104,629,147260,1598468053,DBPgz_man-pages,1008059146,mkerrisk_man-pages,92,24857,4466
,444,25517,1598816921,DRMF_vagrant,1350421037,,61,45622,17342
2,97,19699,1598913098,DataFighter_ubersystem,1337560602,RAMSProject_rams,56,8095,8160
,260,127055,1343885815,Dmole_tikiwiki,1034025141,,1,44913,30783
,151,15715,1544696734,DylanGuedes_prezento,1367878871,rafamanzo_base-rails-app,88,7781,4296
46,58,10047,1598553768,E-Fir_IDLua,1267579557,sylvanaar_IDLua,10,9680,4984
102,112,30879,1598947922,EQ4_libxmp,991513713,cmatsuoka_libxmp,97,12261,7692
15,157,70158,1573044590,Ensembl_ensembl-webcode,984581073,,44,40510,7677
432,81,13853,1599303476,Ericsson_codechecker,1434364731,,81,5357,3973
,91,7404,1594240839,Esipov_meta-arago,1327443494,rcn-ee_meta-arago,22,7213,2421
,63,24550,1589507259,FFTEAM_oscam,1238887496,,3,10198,838
,144,41931,1599495215,FU-CERG_bjc-de,1371651015,,98,12592,23428
23,900,54231,1599253895,GNOME_gnome-games,852189495,,86,25232,8764
17,59,15997,1595166263,Ghini_ghini.desktop,1118194280,,50,9546,1603
15,248,15269,1599771479,HarryRybacki_tripleo-quickstart-extras,1459284326,openstack_tripleo-quickstart-extras,72,20352,3500
,161,20134,1534901427,Hoppeko_iot,1379393385,,7,8054,31959
,155,5355,1595508694,ISE-SMILE_runtime-nodejs,1455922053,,154,5287,1396
7,73,9774,1598919205,JuKu_pycroft,1320345650,agdsn_pycroft,9,5124,941
28,328,34175,1599253620,KDE_kdeplasma-addons,1189468416,,16,9773,4325
5,241,17797,1599910831,KDE_phonon,1137432760,,46,9615,2569
,207,23761,1598969935,KDE_plasma-maliit-plugins,1267552076,,126,9016,6232
,75,15706,1546897130,Kandy-IO_cpaas2-docs,1409644155,,1,6935,2893
287,290,2421,1598834604,LK4D4_engine-api,1358554419,docker_engine-api,242,17803,612
,148,40241,1599853379,LSST_log,1231869405,,84,15050,7145
,57,5986,1591617937,Layus_Specs,1159878416,,18,22237,4286
,1691,52143,1537570241,Ma3aXaTa_custom_kernel_gtel3g,1000710000,,3,5723,44904
4,159,77843,1597932617,NGmp_SGpp,1221998018,SGpp_SGpp,14,18757,22716
14,88,30164,1598665123,NuGet_NuGet.Jobs,1392681653,,32,7862,7082
,171,8434,1599956952,OCF_puppet,1331151426,,52,5860,1948
40,53,12095,1433091700,OpenHamilton_Ideas,1298931123,localprojects_Change-By-Us,35,5012,10135
,140,2857,1599305485,Reasno_Comments,1316013199,,8,6063,1300
311,91,62633,1599014802,SOUI2_SOUI,1399769523,,372,11253,190246
4,158,6314,1557518829,Sanne_wildfly-nosql,1275067377,wildfly_wildfly-nosql,6,5685,983
,57,11728,1595512711,Saruta_Armadeus,1134472164,,9,7864,8790
,139,16802,1595165621,TravelTripperWeb-DevSites_--ARCHIVED--demo10,1456791039,,154,6813,7621
142,322,36448,1598669824,ValiMail_mailman,884121368,mailman_mailman,448,12382,6048
10,96,95846,1598973380,Valo13_mCRL2,1095327435,mCRL2org_mCRL2,13,31941,23500
,53,35224,1598878854,Zusk_WTWSMS,1417475099,rickinator9_WTWSMS,28,7067,31072
,71,176333,1599203848,adem0x_fpc,1116268661,,31,107866,540426
117,77,74379,1595142689,anod_pdt,1146601585,eclipse_pdt,35,25727,21861
,52,62169,1351517274,archloong_packages,1207444622,,2,170093,53132
16,133,233063,1599753920,bfx_for-gentoo,1158173097,Sabayon_for-gentoo,84,25980,66784
,520,34391,1548877272,bgamari_ghc-wiki-import,1133868024,,2,18157,2051
,59,45291,1578557161,bitbucket.org_geertjan_fluitman_qino.web.curoil,1448382034,,1,6548,27850
,139,196388,1538439570,bitbucket.org_invest_anyoption,1143660801,,2,40067,132193
,122,33303,1549915889,bitbucket.org_manjunath0902_prevail-b2c,1411975473,,3,12360,19171
5,60,63526,1598455017,bs34_Vitruv,1387213202,vitruv-tools_Vitruv,26,9150,42094
8,64,32836,1600197142,bsmr_sneezymud,937157044,sneezymud_sneezymud,19,9281,13115
,267,73656,1498422698,cllr_ogre,1210589679,,85,11721,20377
,57,143717,1440845567,comutt_zabbix,985761924,,1,54680,48300
9,80,10741,1597419686,dargad_landscape-client,1213095361,CanonicalLtd_landscape-client,8,6283,794
,67,23063,1441071276,dates1967_simpleinvoices,1159238572,,4,7025,68205
,91,36668,1566465515,dheeraj-infrrd_socialSurvey,1415610180,,3,21233,7469
,1644,71578,1451945284,dmgerman_git-test,1112911993,,1,80669,3813
197,98,16552,1598655250,drydh_stacks-project,1211325032,stacks_stacks-project,84,9157,208
41,60,9659,1600197790,echee2_scalyr-agent,1410301099,scalyr_scalyr-agent-2,34,5687,2080
4,85,13121,1595954259,edhodapp_ve,1395008631,Open-MBEE_ve,17,5674,2668
15,60,20174,1598596070,ewels_BamQC,1247242113,s-andrews_BamQC,46,11474,9847
9,80,12941,1542402736,ex_achievo,989594434,atkphpframework_achievo,31,5956,6609
,142,1558504,1582325443,feeef_pure-browser,1195912511,hemaprathaban_pure-browser,28,19136,606410
,496,38479,1600036902,flodolo_temp-sumo,1271881478,,8,12492,863
,63,12092,1599080422,flyeven_thinkshout,1376680227,,13,6992,4727
4,174,42219,1418005603,foresight_legacy,1106761993,,2,36041,10824
,1669,76106,1583960973,freeza-inc_bm-galaxy-note10-sd855-Q,1410299381,,1,5641,70092
42,174,65083,1599507126,ftom_ui,1457465804,Talend_ui,51,33218,11336
25,220,21798,1598006175,gcmd_gnome-commander,1070078750,GNOME_gnome-commander,28,7376,1427
,51,42883,1550765770,gemoc_concurrency,1358265181,,19,5728,48437
,67,12510,1599145056,generike_linphone-sdk,1391520092,,35,9053,2275
,51,82027,1514415569,gerok_aterms,825073097,,9,22298,29602
,63,155876,1572356366,gitlab.com_mcarbonneaux_bluemind,1332238070,,1,38906,58187
,217,85934,1584456735,gitlab.com_mdklinux_Mageia/drakx,930830947,,2,35702,4619
,186,69995,1584551041,gitlab.com_prodigasistemas_ggas,1420455490,,1,14655,20384
,132,76265,1519773677,gitlab.com_qixtand_ntp-dev,927679691,,2,16927,2962
1,93,36524,1599223593,gjaeger_jpsvis,1341834512,JuPedSim_jpsvis,10,5905,22726
,211,34714,1599336536,hshui_drinkup,1442192758,ryanchristopherwong8_drinkup,46,5247,41042
